Feature,Area (nm^2),Area Fraction (%),Roundness,Equivalent Diameter (nm),
40.000000,733.064201,0.011884,0.782886,30.551045,
41.000000,756.169376,0.012258,0.823442,31.028773,
42.000000,693.155262,0.011237,0.819921,29.707788,
43.000000,178.539992,0.002894,0.812349,15.077274,
44.000000,783.475493,0.012701,0.946611,31.584046,
45.000000,86.119290,0.001396,0.477451,10.471413,
46.000000,1113.249360,0.018047,0.889444,37.648813,
47.000000,667.949616,0.010828,0.940234,29.162645,
48.000000,86.119290,0.001396,0.379746,10.471413,
49.000000,130.229170,0.002111,0.730332,12.876837,
50.000000,163.836698,0.002656,0.954529,14.443108,
51.000000,176.439521,0.002860,0.924996,14.988321,
52.000000,630.141147,0.010215,0.922343,28.325265,
53.000000,438.998332,0.007117,0.884685,23.642124,
54.000000,52.511762,0.000851,0.699791,8.176800,
55.000000,119.726818,0.001941,0.790976,12.346697,
56.000000,58.813174,0.000953,0.746353,8.653511,
57.000000,1094.345125,0.017740,0.898881,37.327784,
58.000000,107.123995,0.001737,0.720751,11.678806,
59.000000,100.822584,0.001634,0.411455,11.330106,
60.000000,207.946579,0.003371,0.808154,16.271626,
61.000000,306.668692,0.004971,0.908950,19.760129,
62.000000,121.827288,0.001975,0.768624,12.454530,
63.000000,159.635757,0.002588,0.983698,14.256737,
64.000000,653.246322,0.010590,0.911121,28.839886,
65.000000,653.246322,0.010590,0.837165,28.839886,
66.000000,999.823953,0.016208,0.873672,35.679341,
67.000000,819.183491,0.013280,0.874039,32.295771,
68.000000,325.572926,0.005278,0.993358,20.360067,
69.000000,363.381395,0.005891,0.998348,21.509802,
70.000000,625.940206,0.010147,0.877283,28.230689,
71.000000,485.208683,0.007866,0.912796,24.855319,
72.000000,504.112918,0.008172,0.877335,25.334887,
73.000000,254.156929,0.004120,0.852471,17.988959,
74.000000,869.594783,0.014097,0.674976,33.274652,
75.000000,745.667024,0.012088,0.942346,30.812542,
76.000000,170.138110,0.002758,0.938868,14.718239,
77.000000,67.215056,0.001090,0.902703,9.250993,
78.000000,445.299744,0.007219,0.859957,23.811200,
79.000000,294.065869,0.004767,0.932486,19.349840,
80.000000,207.946579,0.003371,0.861089,16.271626,
81.000000,315.070574,0.005108,0.949145,20.028987,
82.000000,350.778572,0.005686,0.955290,21.133508,
83.000000,180.640462,0.002928,0.967412,15.165704,
84.000000,443.199273,0.007185,0.905022,23.754975,
85.000000,191.142815,0.003099,0.893906,15.600339,
86.000000,348.678101,0.005652,0.977942,21.070139,
87.000000,319.271514,0.005176,0.771676,20.162071,
88.000000,203.745638,0.003303,0.974696,16.106427,
89.000000,63.014115,0.001022,0.977205,8.957235,
90.000000,476.806801,0.007729,0.924719,24.639182,
91.000000,140.731523,0.002281,0.737128,13.385998,
92.000000,462.103508,0.007491,0.861977,24.256308,
93.000000,573.428444,0.009296,0.935710,27.020581,
94.000000,619.638795,0.010045,0.713408,28.088229,
95.000000,245.755047,0.003984,0.927951,17.689122,
96.000000,312.970103,0.005073,0.749186,19.962112,
97.000000,565.026562,0.009160,0.840350,26.821897,
98.000000,235.252695,0.003814,0.615026,17.307023,
99.000000,199.544697,0.003235,0.964595,15.939517,
100.000000,180.640462,0.002928,0.967412,15.165704,
101.000000,1088.043714,0.017638,0.855574,37.220160,
102.000000,195.343756,0.003167,0.954388,15.770840,
103.000000,306.668692,0.004971,0.895133,19.760129,
104.000000,224.750342,0.003643,0.943629,16.916295,
105.000000,117.626347,0.001907,0.808790,12.237913,
106.000000,1031.331011,0.016719,0.796264,36.237155,
107.000000,256.257400,0.004154,0.916324,18.063141,
108.000000,978.819248,0.015867,0.763439,35.302569,
109.000000,638.543029,0.010351,0.875480,28.513475,
110.000000,336.075278,0.005448,0.980273,20.685849,
111.000000,733.064201,0.011884,0.774911,30.551045,
112.000000,693.155262,0.011237,0.923185,29.707788,
113.000000,457.902567,0.007423,0.940196,24.145800,
114.000000,365.481865,0.005925,0.941369,21.571879,
115.000000,569.227503,0.009228,0.875656,26.921422,
116.000000,86.119290,0.001396,0.797885,10.471413,
117.000000,516.715741,0.008376,0.947349,25.649618,
118.000000,707.858555,0.011475,0.861601,30.021218,
119.000000,558.725150,0.009057,0.881359,26.671913,
120.000000,1560.649574,0.025299,0.931614,44.576684,
121.000000,1293.889822,0.020975,0.706798,40.588566,
122.000000,756.169376,0.012258,0.907149,31.028773,
123.000000,527.218093,0.008547,0.947473,25.908974,
124.000000,886.398547,0.014369,0.780950,33.594608,
125.000000,92.420702,0.001498,0.982805,10.847751,
126.000000,153.334346,0.002486,0.872844,13.972521,
127.000000,369.682806,0.005993,0.778235,21.695501,
128.000000,285.663987,0.004631,0.944765,19.071410,
129.000000,363.381395,0.005891,0.938660,21.509802,
130.000000,182.740933,0.002962,0.941369,15.253622,
131.000000,189.042344,0.003065,0.917924,15.514386,
132.000000,493.610565,0.008002,0.740953,25.069593,
133.000000,424.295039,0.006878,0.749373,23.242832,
134.000000,523.017152,0.008479,0.885858,25.805544,
135.000000,478.907272,0.007763,0.716800,24.693393,
136.000000,438.998332,0.007117,0.973139,23.642124,
137.000000,842.288666,0.013654,0.839186,32.748057,
138.000000,915.805134,0.014846,0.750343,34.147318,
139.000000,600.734560,0.009738,0.853401,27.656446,
140.000000,94.521172,0.001532,0.969162,10.970328,
141.000000,342.376690,0.005550,1.006171,20.878878,
142.000000,136.530582,0.002213,0.986739,13.184693,
143.000000,50.411292,0.000817,0.610455,8.011595,
144.000000,544.021857,0.008819,0.962454,26.318627,
145.000000,588.131737,0.009534,0.895064,27.364806,
146.000000,115.525877,0.001873,0.972793,12.128154,
147.000000,938.910309,0.015220,0.754412,34.575392,
148.000000,407.491275,0.006606,0.972827,22.777928,
149.000000,63.014115,0.001022,0.977205,8.957235,
150.000000,60.913644,0.000987,0.582024,8.806683,
151.000000,165.937169,0.002690,0.983449,14.535397,
152.000000,136.530582,0.002213,0.923689,13.184693,
153.000000,350.778572,0.005686,0.939301,21.133508,
154.000000,170.138110,0.002758,0.890689,14.718239,
155.000000,844.389137,0.013688,0.916016,32.788865,
156.000000,71.415997,0.001158,0.540834,9.535705,
157.000000,260.458341,0.004222,0.955307,18.210597,
158.000000,241.554106,0.003916,0.956630,17.537281,
159.000000,214.247990,0.003473,0.854172,16.516326,
160.000000,394.888452,0.006401,0.858207,22.422926,
161.000000,60.913644,0.000987,0.543499,8.806683,
162.000000,415.893157,0.006742,0.953999,23.011554,
163.000000,552.423739,0.008955,0.929003,26.521081,
164.000000,472.605860,0.007661,0.938868,24.530399,
165.000000,1004.024894,0.016276,0.906887,35.754219,
166.000000,338.175749,0.005482,0.983332,20.750391,
167.000000,147.032934,0.002384,0.958558,13.682403,
168.000000,333.974808,0.005414,0.916527,20.621104,
169.000000,432.696921,0.007014,0.898353,23.471831,
170.000000,1531.242987,0.024823,0.685891,44.154718,
171.000000,1558.549104,0.025265,0.747676,44.546676,
172.000000,657.447263,0.010658,0.783016,28.932471,
173.000000,308.769162,0.005005,0.834137,19.827685,
174.000000,243.654577,0.003950,0.910907,17.613365,
175.000000,945.211721,0.015323,0.753183,34.691223,
176.000000,502.012447,0.008138,0.975167,25.282051,
177.000000,481.007742,0.007798,0.899957,24.747486,
178.000000,279.362575,0.004529,0.934286,18.859891,
179.000000,411.692216,0.006674,0.904551,22.895039,
180.000000,180.640462,0.002928,0.935943,15.165704,
181.000000,382.285629,0.006197,0.642129,22.062212,
182.000000,340.276219,0.005516,0.822361,20.814734,
183.000000,304.568221,0.004937,0.875247,19.692341,
184.000000,472.605860,0.007661,0.852704,24.530399,
185.000000,571.327973,0.009262,0.894325,26.971047,
186.000000,667.949616,0.010828,0.906244,29.162645,
187.000000,537.720445,0.008717,0.951533,26.165759,
188.000000,317.171044,0.005142,0.876947,20.095639,
189.000000,863.293371,0.013995,0.926213,33.153872,
190.000000,144.932464,0.002349,0.937302,13.584320,
191.000000,373.883747,0.006061,0.917886,21.818423,
192.000000,342.376690,0.005550,0.878360,20.878878,
193.000000,184.841403,0.002996,0.978596,15.341036,
194.000000,546.122327,0.008853,0.675729,26.369386,
195.000000,705.758085,0.011441,0.942109,29.976643,
196.000000,661.648204,0.010726,0.935788,29.024759,
197.000000,407.491275,0.006606,0.910433,22.777928,
198.000000,476.806801,0.007729,0.950371,24.639182,
199.000000,220.549401,0.003575,0.956915,16.757453,
200.000000,77.717408,0.001260,1.023174,9.947506,
201.000000,333.974808,0.005414,0.930134,20.621104,
202.000000,432.696921,0.007014,0.851205,23.471831,
203.000000,1090.144184,0.017672,0.822837,37.256069,
204.000000,210.047049,0.003405,0.900545,16.353599,
205.000000,296.166339,0.004801,0.920231,19.418823,
206.000000,558.725150,0.009057,0.857127,26.671913,
207.000000,1300.191233,0.021077,0.651295,40.687282,
208.000000,594.433149,0.009636,0.952693,27.511012,
209.000000,899.001370,0.014574,0.930790,33.832589,
210.000000,113.425406,0.001839,0.878935,12.017392,
211.000000,474.706331,0.007695,0.957292,24.584850,
212.000000,195.343756,0.003167,0.954388,15.770840,
213.000000,214.247990,0.003473,0.900939,16.516326,
214.000000,476.806801,0.007729,0.943032,24.639182,
215.000000,682.652909,0.011066,0.765587,29.481870,
216.000000,462.103508,0.007491,0.831647,24.256308,
217.000000,205.846108,0.003337,0.883096,16.189237,
218.000000,306.668692,0.004971,0.964088,19.760129,
219.000000,69.315526,0.001124,0.966286,9.394428,
220.000000,94.521172,0.001532,0.938868,10.970328,
221.000000,980.919719,0.015901,0.935102,35.340427,
222.000000,453.701626,0.007355,0.963909,24.034784,
223.000000,180.640462,0.002928,0.917767,15.165704,
224.000000,88.219761,0.001430,0.710275,10.598344,
225.000000,401.189864,0.006504,0.915741,22.601124,
226.000000,239.453636,0.003882,0.952462,17.460866,
227.000000,764.571258,0.012394,0.890077,31.200679,
228.000000,518.816211,0.008410,0.861233,25.701699,
229.000000,642.743970,0.010419,0.957461,28.607115,
230.000000,367.582336,0.005959,0.955607,21.633778,
231.000000,273.061164,0.004427,0.958938,18.645972,
232.000000,344.477160,0.005584,0.992451,20.942826,
233.000000,1524.941576,0.024721,0.813731,44.063771,
234.000000,233.152224,0.003780,0.849158,17.229586,
235.000000,514.615270,0.008342,0.940050,25.597432,
236.000000,359.180454,0.005823,0.944622,21.385106,
237.000000,590.232208,0.009568,0.845908,27.413628,
238.000000,58.813174,0.000953,0.944070,8.653511,
239.000000,470.505390,0.007627,0.967006,24.475826,
240.000000,1945.035674,0.031531,0.825539,49.764408,
241.000000,184.841403,0.002996,0.928378,15.341036,
242.000000,468.404919,0.007593,0.896851,24.421132,
243.000000,766.671729,0.012428,0.964088,31.243508,
244.000000,155.434816,0.002520,0.951819,14.067898,
245.000000,214.247990,0.003473,0.933603,16.516326,
246.000000,245.755047,0.003984,0.936103,17.689122,
247.000000,281.463046,0.004563,0.960332,18.930660,
248.000000,75.616938,0.001226,0.929969,9.812160,
249.000000,310.869633,0.005039,0.897383,19.895012,
250.000000,357.079983,0.005789,0.947700,21.322485,
251.000000,352.879042,0.005720,0.934387,21.196687,
252.000000,399.089393,0.006470,0.910208,22.541881,
253.000000,399.089393,0.006470,0.656090,22.541881,
254.000000,348.678101,0.005652,0.886407,21.070139,
255.000000,523.017152,0.008479,0.917031,25.805544,
256.000000,466.304449,0.007559,0.914478,24.366314,
257.000000,262.558811,0.004256,0.927522,18.283880,
258.000000,138.631052,0.002247,0.966286,13.285727,
259.000000,478.907272,0.007763,0.926753,24.693393,
260.000000,464.203978,0.007525,0.897922,24.311373,
261.000000,735.164672,0.011918,0.910119,30.594783,
262.000000,451.601155,0.007321,0.929276,23.979084,
263.000000,142.831993,0.002315,0.816090,13.485523,
264.000000,430.596450,0.006980,0.963782,23.414791,
265.000000,384.386100,0.006231,0.944845,22.122739,
266.000000,882.197606,0.014301,0.875918,33.514905,
267.000000,264.659282,0.004290,0.931225,18.356870,
268.000000,489.409624,0.007934,0.934100,24.962686,
269.000000,1069.139479,0.017332,0.882046,36.895402,
270.000000,60.913644,0.000987,0.905832,8.806683,
271.000000,407.491275,0.006606,0.918168,22.777928,
272.000000,598.634090,0.009704,0.857934,27.608053,
273.000000,1861.016854,0.030169,0.659077,48.677718,
274.000000,247.855518,0.004018,0.913608,17.764556,
275.000000,785.575963,0.012735,0.932182,31.626356,
276.000000,991.422071,0.016072,0.781102,35.529112,
277.000000,350.778572,0.005686,0.856277,21.133508,
278.000000,218.448931,0.003541,0.930306,16.677464,
279.000000,743.566553,0.012054,0.931011,30.769113,
280.000000,636.442558,0.010317,0.806583,28.466539,
281.000000,497.811506,0.008070,0.871834,25.176046,
282.000000,386.486570,0.006265,0.755913,22.183101,
283.000000,512.514800,0.008308,0.955896,25.545139,
284.000000,523.017152,0.008479,0.893634,25.805544,
285.000000,434.797391,0.007048,0.975440,23.528732,
286.000000,506.213388,0.008206,0.988550,25.387613,
287.000000,340.276219,0.005516,0.882246,20.814734,
288.000000,390.687511,0.006333,0.903676,22.303336,
289.000000,291.965398,0.004733,0.841381,19.280609,
290.000000,516.715741,0.008376,0.880505,25.649618,
291.000000,497.811506,0.008070,0.942084,25.176046,
292.000000,867.494312,0.014063,0.734015,33.234441,
293.000000,1037.632422,0.016821,0.811978,36.347691,
294.000000,84.018820,0.001362,0.980273,10.342924,
295.000000,621.739265,0.010079,0.801959,28.135796,
296.000000,149.133405,0.002418,0.910691,13.779788,
297.000000,212.147519,0.003439,0.801864,16.435164,
298.000000,178.539992,0.002894,0.912416,15.077274,
299.000000,1890.423441,0.030645,0.722371,49.060798,
300.000000,136.530582,0.002213,0.883606,13.184693,
301.000000,75.616938,0.001226,0.929969,9.812160,
302.000000,119.726818,0.001941,0.665228,12.346697,
303.000000,75.616938,0.001226,0.839749,9.812160,
304.000000,411.692216,0.006674,0.918200,22.895039,
305.000000,512.514800,0.008308,0.907777,25.545139,
306.000000,159.635757,0.002588,0.955452,14.256737,
307.000000,520.916682,0.008444,0.923804,25.753674,
308.000000,716.260437,0.011611,0.970469,30.198859,
309.000000,308.769162,0.005005,0.982229,19.827685,
310.000000,306.668692,0.004971,0.923428,19.760129,
311.000000,581.830326,0.009432,0.967218,27.217814,
312.000000,312.970103,0.005073,0.955029,19.962112,
313.000000,1707.682508,0.027683,0.813286,46.629271,
314.000000,88.219761,0.001430,0.346657,10.598344,
315.000000,50.411292,0.000817,0.513253,8.011595,
316.000000,50.411292,0.000817,0.552791,8.011595,
317.000000,69.315526,0.001124,0.492821,9.394428,
318.000000,409.591746,0.006640,0.960719,22.836559,
319.000000,287.764457,0.004665,0.971023,19.141397,
320.000000,298.266810,0.004835,0.965380,19.487563,
321.000000,838.087726,0.013586,0.853739,32.666289,
322.000000,453.701626,0.007355,0.755368,24.034784,
323.000000,491.510095,0.007968,0.893735,25.016197,
324.000000,394.888452,0.006401,0.896243,22.422926,
325.000000,228.951283,0.003711,0.940196,17.073659,
326.000000,470.505390,0.007627,0.608998,24.475826,
327.000000,386.486570,0.006265,0.900358,22.183101,
328.000000,199.544697,0.003235,0.939629,15.939517,
329.000000,94.521172,0.001532,0.879925,10.970328,
330.000000,502.012447,0.008138,0.861513,25.282051,
331.000000,718.360908,0.011645,0.794984,30.243107,
332.000000,258.357870,0.004188,0.962641,18.137019,
333.000000,126.028229,0.002043,0.926479,12.667444,
334.000000,50.411292,0.000817,0.863314,8.011595,
335.000000,107.123995,0.001737,0.977205,11.678806,
336.000000,653.246322,0.010590,0.817162,28.839886,
337.000000,508.313859,0.008240,0.930332,25.440230,
338.000000,367.582336,0.005959,0.890473,21.633778,
339.000000,550.323268,0.008921,0.844273,26.470613,
340.000000,1165.761122,0.018898,0.847000,38.526525,
341.000000,373.883747,0.006061,0.986250,21.818423,
342.000000,447.400214,0.007253,0.913489,23.867292,
343.000000,403.290334,0.006538,0.948028,22.660212,
344.000000,569.227503,0.009228,0.901042,26.921422,
345.000000,405.390805,0.006572,0.922114,22.719146,
346.000000,113.425406,0.001839,0.878935,12.017392,
347.000000,745.667024,0.012088,0.946071,30.812542,
348.000000,88.219761,0.001430,0.429418,10.598344,
349.000000,829.685844,0.013450,0.602599,32.502136,
350.000000,86.119290,0.001396,0.340597,10.471413,
351.000000,193.243285,0.003133,1.004893,15.685821,
352.000000,430.596450,0.006980,0.979597,23.414791,
353.000000,531.419034,0.008615,0.960733,26.011992,
354.000000,270.960693,0.004392,0.764534,18.574118,
355.000000,493.610565,0.008002,0.938101,25.069593,
356.000000,86.119290,0.001396,0.350884,10.471413,
357.000000,487.309154,0.007900,0.910907,24.909060,
358.000000,968.316896,0.015697,0.917675,35.112667,
359.000000,657.447263,0.010658,0.899091,28.932471,
360.000000,212.147519,0.003439,0.929015,16.435164,
361.000000,132.329641,0.002145,0.688941,12.980267,
362.000000,52.511762,0.000851,0.740817,8.176800,
363.000000,646.944911,0.010487,0.970921,28.700450,
364.000000,705.758085,0.011441,0.931539,29.976643,
365.000000,94.521172,0.001532,0.821016,10.970328,
366.000000,329.773867,0.005346,0.784266,20.491001,
367.000000,197.444226,0.003201,0.841542,15.855403,
368.000000,52.511762,0.000851,0.774974,8.176800,
